@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute global_motion numeric
@attribute motion_L numeric
@attribute motion_R numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2109,'2017/09/14 23:52:52:770',44,0.009375,0.015625,0.003125,?,?,?,?,?
2110,'2017/09/14 23:52:52:770',44,0.009375,0.015625,0.003125,?,?,?,?,?
2111,'2017/09/14 23:52:52:820',44,0.017188,0.034375,0,?,?,?,?,?
2112,'2017/09/14 23:52:52:820',44,0.017188,0.034375,0,?,?,?,?,?
2113,'2017/09/14 23:52:52:869',44,0.017188,0.034375,0,?,?,?,?,?
2114,'2017/09/14 23:52:52:870',44,0.017188,0.034375,0,?,?,?,?,?
2115,'2017/09/14 23:52:52:920',44,0.015625,0.03125,0,?,?,?,?,?
2116,'2017/09/14 23:52:52:920',44,0.015625,0.03125,0,?,?,?,?,?
2117,'2017/09/14 23:52:52:920',44,0.015625,0.03125,0,?,?,?,?,?
2118,'2017/09/14 23:52:58:919',45,0.00625,0,0.0125,?,?,?,?,?
2119,'2017/09/14 23:52:58:919',45,0.00625,0,0.0125,?,?,?,?,?
2120,'2017/09/14 23:52:58:969',45,0.00625,0,0.0125,?,?,?,?,?
2121,'2017/09/14 23:52:58:969',45,0.010937,0.003125,0.01875,?,?,?,?,?
2122,'2017/09/14 23:52:59:019',45,0.010937,0.003125,0.01875,?,?,?,?,?
2123,'2017/09/14 23:52:59:019',45,0.010937,0.003125,0.01875,?,?,?,?,?
2124,'2017/09/14 23:52:59:019',45,0.010937,0.003125,0.01875,?,?,?,?,?
2125,'2017/09/14 23:52:59:069',45,0.014062,0,0.028125,?,?,?,?,?
2126,'2017/09/14 23:52:59:069',45,0.014062,0,0.028125,?,?,?,?,?
2127,'2017/09/14 23:52:59:119',45,0.014062,0,0.028125,?,?,?,?,?
2128,'2017/09/14 23:52:59:119',45,0.014062,0,0.028125,?,?,?,?,?
2129,'2017/09/14 23:52:59:169',45,0.009375,0.00625,0.0125,?,?,?,?,?
2130,'2017/09/14 23:52:59:169',45,0.009375,0.00625,0.0125,?,?,?,?,?
2131,'2017/09/14 23:52:59:170',45,0.009375,0.00625,0.0125,?,?,?,?,?
2132,'2017/09/14 23:52:59:186',45,0.009375,0.00625,0.0125,?,?,?,?,?
2133,'2017/09/14 23:52:59:219',45,0.007813,0,0.015625,?,?,?,?,?
2134,'2017/09/14 23:52:59:269',45,0.007813,0,0.015625,?,?,?,?,?
2135,'2017/09/14 23:52:59:269',45,0.007813,0,0.015625,?,?,?,?,?
2136,'2017/09/14 23:52:59:269',45,0.007813,0,0.015625,?,?,?,?,?
2137,'2017/09/14 23:52:59:319',45,0.0125,0,0.025,?,?,?,?,?
2138,'2017/09/14 23:52:59:320',45,0.0125,0,0.025,?,?,?,?,?
2139,'2017/09/14 23:52:59:335',45,0.0125,0,0.025,?,?,?,?,?
2140,'2017/09/14 23:52:59:369',45,0.0125,0,0.025,?,?,?,?,?
2141,'2017/09/14 23:52:59:419',45,0.010937,0,0.021875,?,?,?,?,?
2142,'2017/09/14 23:52:59:419',45,0.010937,0,0.021875,?,?,?,?,?
2143,'2017/09/14 23:52:59:419',45,0.010937,0,0.021875,?,?,?,?,?
2144,'2017/09/14 23:52:59:469',45,0.010937,0,0.021875,?,?,?,?,?
2145,'2017/09/14 23:52:59:470',45,0.004688,0.003125,0.00625,?,?,?,?,?
2146,'2017/09/14 23:52:59:485',45,0.004688,0.003125,0.00625,?,?,?,?,?
2147,'2017/09/14 23:52:59:519',45,0.004688,0.003125,0.00625,?,?,?,?,?
2148,'2017/09/14 23:52:59:519',45,0.004688,0.003125,0.00625,?,?,?,?,?
2149,'2017/09/14 23:52:59:569',45,0.003125,0,0.00625,?,?,?,?,?
2150,'2017/09/14 23:52:59:570',45,0.003125,0,0.00625,?,?,?,?,?
2151,'2017/09/14 23:52:59:585',45,0.003125,0,0.00625,?,?,?,?,?
2152,'2017/09/14 23:52:59:619',45,0.003125,0,0.00625,?,?,?,?,?
2153,'2017/09/14 23:52:59:669',45,0.001563,0,0.003125,?,?,?,?,?
2154,'2017/09/14 23:52:59:670',45,0.001563,0,0.003125,?,?,?,?,?
2155,'2017/09/14 23:52:59:670',45,0.001563,0,0.003125,?,?,?,?,?
2156,'2017/09/14 23:52:59:719',45,0.001563,0,0.003125,?,?,?,?,?
2157,'2017/09/14 23:52:59:721',45,0.010937,0,0.021875,?,?,?,?,?
2158,'2017/09/14 23:52:59:735',45,0.010937,0,0.021875,?,?,?,?,?
2159,'2017/09/14 23:52:59:769',45,0.010937,0,0.021875,?,?,?,?,?
2160,'2017/09/14 23:52:59:769',45,0.010937,0,0.021875,?,?,?,?,?
2161,'2017/09/14 23:52:59:819',45,0.009375,0,0.01875,?,?,?,?,?
2162,'2017/09/14 23:52:59:819',45,0.009375,0,0.01875,?,?,?,?,?
2163,'2017/09/14 23:52:59:869',45,0.009375,0,0.01875,?,?,?,?,?
2164,'2017/09/14 23:52:59:869',45,0.009375,0,0.01875,?,?,?,?,?
2165,'2017/09/14 23:52:59:885',45,0.003125,0,0.00625,?,?,?,?,?
2166,'2017/09/14 23:52:59:919',45,0.003125,0,0.00625,?,?,?,?,?
2167,'2017/09/14 23:52:59:919',45,0.003125,0,0.00625,?,?,?,?,?
2168,'2017/09/14 23:52:59:969',45,0.003125,0,0.00625,?,?,?,?,?
2169,'2017/09/14 23:52:59:969',45,0.007813,0.003125,0.0125,?,?,?,?,?
2170,'2017/09/14 23:53:00:019',45,0.007813,0.003125,0.0125,?,?,?,?,?
2171,'2017/09/14 23:53:00:019',45,0.007813,0.003125,0.0125,?,?,?,?,?
2172,'2017/09/14 23:53:00:020',45,0.007813,0.003125,0.0125,?,?,?,?,?
2173,'2017/09/14 23:53:00:069',45,0.007813,0,0.015625,?,?,?,?,?
2174,'2017/09/14 23:53:00:070',45,0.007813,0,0.015625,?,?,?,?,?
2175,'2017/09/14 23:53:00:086',45,0.007813,0,0.015625,?,?,?,?,?
2176,'2017/09/14 23:53:00:119',45,0.007813,0,0.015625,?,?,?,?,?
2177,'2017/09/14 23:53:00:135',45,0.007813,0,0.015625,?,?,?,?,?
2178,'2017/09/14 23:53:00:169',45,0.007813,0,0.015625,?,?,?,?,?
2179,'2017/09/14 23:53:00:169',45,0.007813,0,0.015625,?,?,?,?,?
2180,'2017/09/14 23:53:00:219',45,0.007813,0,0.015625,?,?,?,?,?
2181,'2017/09/14 23:53:00:219',45,0.00625,0,0.0125,?,?,?,?,?
2182,'2017/09/14 23:53:00:235',45,0.00625,0,0.0125,?,?,?,?,?
2183,'2017/09/14 23:53:00:269',45,0.00625,0,0.0125,?,?,?,?,?
2184,'2017/09/14 23:53:00:270',45,0.00625,0,0.0125,?,?,?,?,?
2185,'2017/09/14 23:53:00:319',45,0.007813,0,0.015625,?,?,?,?,?
2186,'2017/09/14 23:53:00:320',45,0.007813,0,0.015625,?,?,?,?,?
2187,'2017/09/14 23:53:00:369',45,0.007813,0,0.015625,?,?,?,?,?
2188,'2017/09/14 23:53:00:370',45,0.007813,0,0.015625,?,?,?,?,?
2189,'2017/09/14 23:53:00:419',45,0.00625,0.003125,0.009375,?,?,?,?,?
2190,'2017/09/14 23:53:00:419',45,0.00625,0.003125,0.009375,?,?,?,?,?
2191,'2017/09/14 23:53:00:420',45,0.00625,0.003125,0.009375,?,?,?,?,?
2192,'2017/09/14 23:53:00:436',45,0.00625,0.003125,0.009375,?,?,?,?,?
2193,'2017/09/14 23:53:00:469',45,0.010937,0,0.021875,?,?,?,?,?
2194,'2017/09/14 23:53:00:519',45,0.010937,0,0.021875,?,?,?,?,?
2195,'2017/09/14 23:53:00:519',45,0.010937,0,0.021875,?,?,?,?,?
2196,'2017/09/14 23:53:00:519',45,0.010937,0,0.021875,?,?,?,?,?
2197,'2017/09/14 23:53:00:569',45,0.00625,0,0.0125,?,?,?,?,?
2198,'2017/09/14 23:53:00:571',45,0.00625,0,0.0125,?,?,?,?,?
2199,'2017/09/14 23:58:36:759',46,0.021875,0.04375,0,?,?,?,?,?
2200,'2017/09/14 23:58:36:772',46,0.021875,0.04375,0,?,?,?,?,?
2201,'2017/09/14 23:58:36:809',46,0.021875,0.04375,0,?,?,?,?,?
2202,'2017/09/14 23:58:36:809',46,0.021875,0.04375,0,?,?,?,?,?
2203,'2017/09/14 23:58:36:859',46,0.00625,0.0125,0,?,?,?,?,?
2204,'2017/09/14 23:58:36:859',46,0.00625,0.0125,0,?,?,?,?,?
2205,'2017/09/14 23:58:36:872',46,0.00625,0.0125,0,?,?,?,?,?
2206,'2017/09/14 23:58:36:909',46,0.00625,0.0125,0,?,?,?,?,?
2207,'2017/09/14 23:58:36:921',46,0.020312,0.040625,0,?,?,?,?,?
2208,'2017/09/14 23:58:36:959',46,0.020312,0.040625,0,?,?,?,?,?
2209,'2017/09/14 23:58:36:959',46,0.020312,0.040625,0,?,?,?,?,?
2210,'2017/09/14 23:58:36:971',46,0.020312,0.040625,0,?,?,?,?,?
2211,'2017/09/14 23:58:37:009',46,0.004688,0.009375,0,?,?,?,?,?
2212,'2017/09/14 23:58:37:021',46,0.004688,0.009375,0,?,?,?,?,?
2213,'2017/09/14 23:58:37:059',46,0.004688,0.009375,0,?,?,?,?,?
2214,'2017/09/14 23:58:37:059',46,0.004688,0.009375,0,?,?,?,?,?
2215,'2017/09/14 23:58:37:109',46,0.010937,0.021875,0,?,?,?,?,?
2216,'2017/09/14 23:58:37:109',46,0.010937,0.021875,0,?,?,?,?,?
2217,'2017/09/14 23:58:37:121',46,0.010937,0.021875,0,?,?,?,?,?
2218,'2017/09/14 23:58:37:159',46,0.010937,0.021875,0,?,?,?,?,?
2219,'2017/09/14 23:58:37:171',46,0.007813,0.0125,0.003125,?,?,?,?,?
2220,'2017/09/14 23:58:37:209',46,0.007813,0.0125,0.003125,?,?,?,?,?
2221,'2017/09/14 23:58:37:209',46,0.007813,0.0125,0.003125,?,?,?,?,?
2222,'2017/09/14 23:58:37:222',46,0.007813,0.0125,0.003125,?,?,?,?,?
2223,'2017/09/14 23:58:37:259',46,0.01875,0.0375,0,?,?,?,?,?
2224,'2017/09/14 23:58:37:272',46,0.01875,0.0375,0,?,?,?,?,?
2225,'2017/09/14 23:58:37:309',46,0.01875,0.0375,0,?,?,?,?,?
2226,'2017/09/14 23:58:37:309',46,0.01875,0.0375,0,?,?,?,?,?
2227,'2017/09/14 23:58:37:359',46,0.00625,0.009375,0.003125,?,?,?,?,?
2228,'2017/09/14 23:58:37:359',46,0.00625,0.009375,0.003125,?,?,?,?,?
2229,'2017/09/14 23:58:37:371',46,0.00625,0.009375,0.003125,?,?,?,?,?
2230,'2017/09/14 23:58:37:409',46,0.00625,0.009375,0.003125,?,?,?,?,?
2231,'2017/09/14 23:58:37:422',46,0.017188,0.028125,0.00625,?,?,?,?,?
2232,'2017/09/14 23:58:37:459',46,0.017188,0.028125,0.00625,?,?,?,?,?
2233,'2017/09/14 23:58:37:459',46,0.017188,0.028125,0.00625,?,?,?,?,?
2234,'2017/09/14 23:58:37:473',46,0.017188,0.028125,0.00625,?,?,?,?,?
2235,'2017/09/14 23:58:37:509',46,0.00625,0.0125,0,?,?,?,?,?
2236,'2017/09/14 23:58:37:522',46,0.00625,0.0125,0,?,?,?,?,?
2237,'2017/09/14 23:58:37:559',46,0.00625,0.0125,0,?,?,?,?,?
2238,'2017/09/14 23:58:37:559',46,0.00625,0.0125,0,?,?,?,?,?
2239,'2017/09/14 23:58:37:609',46,0.01875,0.034375,0.003125,?,?,?,?,?
2240,'2017/09/14 23:58:37:609',46,0.01875,0.034375,0.003125,?,?,?,?,?
2241,'2017/09/14 23:58:37:622',46,0.01875,0.034375,0.003125,?,?,?,?,?
2242,'2017/09/14 23:58:37:659',46,0.01875,0.034375,0.003125,?,?,?,?,?
2243,'2017/09/14 23:58:37:672',46,0.007813,0.015625,0,?,?,?,?,?
2244,'2017/09/14 23:58:37:709',46,0.007813,0.015625,0,?,?,?,?,?
2245,'2017/09/14 23:58:37:709',46,0.007813,0.015625,0,?,?,?,?,?
2246,'2017/09/14 23:58:37:721',46,0.007813,0.015625,0,?,?,?,?,?
2247,'2017/09/14 23:58:37:759',46,0.014062,0.028125,0,?,?,?,?,?
2248,'2017/09/14 23:58:37:772',46,0.014062,0.028125,0,?,?,?,?,?
2249,'2017/09/14 23:58:37:809',46,0.014062,0.028125,0,?,?,?,?,?
2250,'2017/09/14 23:58:37:809',46,0.014062,0.028125,0,?,?,?,?,?
2251,'2017/09/14 23:58:37:859',46,0.021875,0.04375,0,?,?,?,?,?
2252,'2017/09/14 23:58:37:859',46,0.021875,0.04375,0,?,?,?,?,?
2253,'2017/09/14 23:58:37:871',46,0.021875,0.04375,0,?,?,?,?,?
2254,'2017/09/14 23:58:37:909',46,0.021875,0.04375,0,?,?,?,?,?
2255,'2017/09/14 23:58:37:922',46,0.00625,0.0125,0,?,?,?,?,?
2256,'2017/09/14 23:58:37:959',46,0.00625,0.0125,0,?,?,?,?,?
2257,'2017/09/14 23:58:37:959',46,0.00625,0.0125,0,?,?,?,?,?
2258,'2017/09/14 23:58:37:972',46,0.00625,0.0125,0,?,?,?,?,?
2259,'2017/09/14 23:58:38:009',46,0.010937,0.021875,0,?,?,?,?,?
2260,'2017/09/14 23:58:38:022',46,0.010937,0.021875,0,?,?,?,?,?
2261,'2017/09/14 23:58:38:059',46,0.010937,0.021875,0,?,?,?,?,?
2262,'2017/09/14 23:58:38:059',46,0.010937,0.021875,0,?,?,?,?,?
2263,'2017/09/14 23:58:38:109',46,0.015625,0.03125,0,?,?,?,?,?
2264,'2017/09/14 23:58:38:121',46,0.015625,0.03125,0,?,?,?,?,?
2265,'2017/09/14 23:58:38:159',46,0.015625,0.03125,0,?,?,?,?,?
2266,'2017/09/14 23:58:38:159',46,0.015625,0.03125,0,?,?,?,?,?
2267,'2017/09/14 23:58:38:173',46,0.020312,0.0375,0.003125,?,?,?,?,?
2268,'2017/09/14 23:58:38:209',46,0.020312,0.0375,0.003125,?,?,?,?,?
2269,'2017/09/14 23:58:38:209',46,0.020312,0.0375,0.003125,?,?,?,?,?
2270,'2017/09/14 23:58:38:220',46,0.020312,0.0375,0.003125,?,?,?,?,?
2271,'2017/09/14 23:58:38:259',46,0.010937,0.015625,0.00625,?,?,?,?,?
2272,'2017/09/14 23:58:45:775',47,0.023438,0.009375,0.0375,?,?,?,?,?
2273,'2017/09/14 23:58:45:809',47,0.023438,0.009375,0.0375,?,?,?,?,?
2274,'2017/09/14 23:58:45:809',47,0.023438,0.009375,0.0375,?,?,?,?,?
2275,'2017/09/14 23:58:45:859',47,0.017188,0.003125,0.03125,?,?,?,?,?
2276,'2017/09/14 23:58:45:859',47,0.017188,0.003125,0.03125,?,?,?,?,?
2277,'2017/09/14 23:58:45:874',47,0.017188,0.003125,0.03125,?,?,?,?,?
2278,'2017/09/14 23:58:45:909',47,0.017188,0.003125,0.03125,?,?,?,?,?
2279,'2017/09/14 23:58:45:924',47,0.014062,0.003125,0.025,?,?,?,?,?
2280,'2017/09/14 23:58:45:959',47,0.014062,0.003125,0.025,?,?,?,?,?
2281,'2017/09/14 23:58:45:959',47,0.014062,0.003125,0.025,?,?,?,?,?
2282,'2017/09/14 23:58:45:974',47,0.014062,0.003125,0.025,?,?,?,?,?
2283,'2017/09/14 23:58:46:009',47,0.014062,0.003125,0.025,?,?,?,?,?
2284,'2017/09/14 23:58:46:024',47,0.014062,0.003125,0.025,?,?,?,?,?
2285,'2017/09/14 23:58:46:059',47,0.014062,0.003125,0.025,?,?,?,?,?
2286,'2017/09/14 23:58:46:059',47,0.014062,0.003125,0.025,?,?,?,?,?
2287,'2017/09/14 23:58:46:109',47,0.004688,0,0.009375,?,?,?,?,?
2288,'2017/09/14 23:58:46:109',47,0.004688,0,0.009375,?,?,?,?,?
2289,'2017/09/14 23:58:46:125',47,0.004688,0,0.009375,?,?,?,?,?
2290,'2017/09/14 23:58:46:159',47,0.004688,0,0.009375,?,?,?,?,?
2291,'2017/09/14 23:58:46:175',47,0.007813,0,0.015625,?,?,?,?,?
2292,'2017/09/14 23:58:46:209',47,0.007813,0,0.015625,?,?,?,?,?
2293,'2017/09/14 23:58:46:209',47,0.007813,0,0.015625,?,?,?,?,?
2294,'2017/09/14 23:58:46:224',47,0.007813,0,0.015625,?,?,?,?,?
2295,'2017/09/14 23:58:46:259',47,0.023438,0,0.046875,?,?,?,?,?
2296,'2017/09/14 23:58:46:274',47,0.023438,0,0.046875,?,?,?,?,?
2297,'2017/09/14 23:58:46:309',47,0.023438,0,0.046875,?,?,?,?,?
2298,'2017/09/14 23:58:46:309',47,0.023438,0,0.046875,?,?,?,?,?
2299,'2017/09/14 23:58:46:359',47,0.026563,0,0.053125,?,?,?,?,?
2300,'2017/09/14 23:58:46:359',47,0.026563,0,0.053125,?,?,?,?,?
2301,'2017/09/14 23:58:46:375',47,0.026563,0,0.053125,?,?,?,?,?
2302,'2017/09/14 23:58:46:409',47,0.026563,0,0.053125,?,?,?,?,?
2303,'2017/09/14 23:58:46:424',47,0.020312,0.003125,0.0375,?,?,?,?,?
2304,'2017/09/14 23:58:46:459',47,0.020312,0.003125,0.0375,?,?,?,?,?
2305,'2017/09/14 23:58:46:459',47,0.020312,0.003125,0.0375,?,?,?,?,?
2306,'2017/09/14 23:58:46:474',47,0.020312,0.003125,0.0375,?,?,?,?,?
2307,'2017/09/14 23:58:46:509',47,0.017188,0.003125,0.03125,?,?,?,?,?
2308,'2017/09/14 23:58:46:524',47,0.017188,0.003125,0.03125,?,?,?,?,?
2309,'2017/09/14 23:58:46:559',47,0.017188,0.003125,0.03125,?,?,?,?,?
2310,'2017/09/14 23:58:46:561',47,0.017188,0.003125,0.03125,?,?,?,?,?
2311,'2017/09/14 23:58:46:609',47,0.015625,0.003125,0.028125,?,?,?,?,?
2312,'2017/09/14 23:58:46:609',47,0.015625,0.003125,0.028125,?,?,?,?,?
2313,'2017/09/14 23:58:46:624',47,0.015625,0.003125,0.028125,?,?,?,?,?
2314,'2017/09/14 23:58:46:659',47,0.015625,0.003125,0.028125,?,?,?,?,?
2315,'2017/09/14 23:58:46:675',47,0.01875,0,0.0375,?,?,?,?,?
2316,'2017/09/14 23:58:46:709',47,0.01875,0,0.0375,?,?,?,?,?
2317,'2017/09/14 23:58:46:709',47,0.01875,0,0.0375,?,?,?,?,?
2318,'2017/09/14 23:58:46:725',47,0.01875,0,0.0375,?,?,?,?,?
2319,'2017/09/14 23:58:46:759',47,0.015625,0,0.03125,?,?,?,?,?
2320,'2017/09/14 23:58:46:774',47,0.015625,0,0.03125,?,?,?,?,?
2321,'2017/09/14 23:58:46:809',47,0.015625,0,0.03125,?,?,?,?,?
2322,'2017/09/14 23:58:46:809',47,0.015625,0,0.03125,?,?,?,?,?
2323,'2017/09/14 23:58:46:859',47,0.010937,0,0.021875,?,?,?,?,?
2324,'2017/09/14 23:58:46:859',47,0.010937,0,0.021875,?,?,?,?,?
2325,'2017/09/14 23:58:46:874',47,0.010937,0,0.021875,?,?,?,?,?
2326,'2017/09/14 23:58:46:909',47,0.010937,0,0.021875,?,?,?,?,?
2327,'2017/09/14 23:58:46:925',47,0.029687,0.00625,0.053125,?,?,?,?,?
2328,'2017/09/14 23:58:46:959',47,0.029687,0.00625,0.053125,?,?,?,?,?
2329,'2017/09/14 23:58:46:959',47,0.029687,0.00625,0.053125,?,?,?,?,?
2330,'2017/09/14 23:58:47:009',47,0.029687,0.00625,0.053125,?,?,?,?,?
2331,'2017/09/14 23:58:47:009',47,0.017188,0.003125,0.03125,?,?,?,?,?
2332,'2017/09/14 23:58:47:024',47,0.017188,0.003125,0.03125,?,?,?,?,?
2333,'2017/09/14 23:58:52:658',48,0.017188,0.003125,0.03125,?,?,?,?,?
2334,'2017/09/14 23:58:52:659',48,0.026563,0.003125,0.05,?,?,?,?,?
2335,'2017/09/14 23:58:52:708',48,0.026563,0.003125,0.05,?,?,?,?,?
2336,'2017/09/14 23:58:52:709',48,0.026563,0.003125,0.05,?,?,?,?,?
2337,'2017/09/14 23:58:52:709',48,0.026563,0.003125,0.05,?,?,?,?,?
2338,'2017/09/14 23:58:52:759',48,0.040625,0.00625,0.075,?,?,?,?,?
2339,'2017/09/14 23:58:52:808',48,0.040625,0.00625,0.075,?,?,?,?,?
2340,'2017/09/14 23:58:52:809',48,0.040625,0.00625,0.075,?,?,?,?,?
2341,'2017/09/14 23:58:52:809',48,0.040625,0.00625,0.075,?,?,?,?,?
2342,'2017/09/14 23:58:52:858',48,0.021875,0,0.04375,?,?,?,?,?
2343,'2017/09/14 23:58:52:859',48,0.021875,0,0.04375,?,?,?,?,?
2344,'2017/09/14 23:58:52:908',48,0.021875,0,0.04375,?,?,?,?,?
2345,'2017/09/14 23:58:52:908',48,0.021875,0,0.04375,?,?,?,?,?
2346,'2017/09/14 23:58:52:909',48,0.028125,0,0.05625,?,?,?,?,?
2347,'2017/09/14 23:58:52:925',48,0.028125,0,0.05625,?,?,?,?,?
2348,'2017/09/14 23:58:52:959',48,0.028125,0,0.05625,?,?,?,?,?
2349,'2017/09/14 23:58:52:961',48,0.028125,0,0.05625,?,?,?,?,?
2350,'2017/09/14 23:58:53:010',48,0.045313,0,0.090625,?,?,?,?,?
2351,'2017/09/14 23:58:53:058',48,0.045313,0,0.090625,?,?,?,?,?
2352,'2017/09/14 23:58:53:059',48,0.045313,0,0.090625,?,?,?,?,?
2353,'2017/09/14 23:58:53:059',48,0.045313,0,0.090625,?,?,?,?,?
2354,'2017/09/14 23:58:53:108',48,0.026563,0,0.053125,?,?,?,?,?
2355,'2017/09/14 23:58:53:109',48,0.026563,0,0.053125,?,?,?,?,?
2356,'2017/09/14 23:58:53:158',48,0.026563,0,0.053125,?,?,?,?,?
2357,'2017/09/14 23:58:53:158',48,0.026563,0,0.053125,?,?,?,?,?
2358,'2017/09/14 23:58:53:159',48,0.026563,0.003125,0.05,?,?,?,?,?
2359,'2017/09/14 23:58:53:208',48,0.026563,0.003125,0.05,?,?,?,?,?
2360,'2017/09/14 23:58:53:209',48,0.026563,0.003125,0.05,?,?,?,?,?
2361,'2017/09/14 23:58:53:209',48,0.026563,0.003125,0.05,?,?,?,?,?
2362,'2017/09/14 23:58:53:258',48,0.0375,0.003125,0.071875,?,?,?,?,?
2363,'2017/09/14 23:58:53:259',48,0.0375,0.003125,0.071875,?,?,?,?,?
2364,'2017/09/14 23:58:53:275',48,0.0375,0.003125,0.071875,?,?,?,?,?
2365,'2017/09/14 23:58:53:308',48,0.0375,0.003125,0.071875,?,?,?,?,?
2366,'2017/09/14 23:58:53:358',48,0.035937,0.003125,0.06875,?,?,?,?,?
2367,'2017/09/14 23:58:53:359',48,0.035937,0.003125,0.06875,?,?,?,?,?
2368,'2017/09/14 23:58:53:408',48,0.035937,0.003125,0.06875,?,?,?,?,?
2369,'2017/09/14 23:58:53:409',48,0.035937,0.003125,0.06875,?,?,?,?,?
2370,'2017/09/14 23:58:53:410',48,0.039063,0,0.078125,?,?,?,?,?
2371,'2017/09/14 23:58:53:424',48,0.039063,0,0.078125,?,?,?,?,?
2372,'2017/09/14 23:58:53:458',48,0.039063,0,0.078125,?,?,?,?,?
2373,'2017/09/14 23:58:53:459',48,0.039063,0,0.078125,?,?,?,?,?
2374,'2017/09/14 23:58:53:509',48,0.042188,0.00625,0.078125,?,?,?,?,?
2375,'2017/09/14 23:58:53:558',48,0.042188,0.00625,0.078125,?,?,?,?,?
2376,'2017/09/14 23:58:53:559',48,0.042188,0.00625,0.078125,?,?,?,?,?
2377,'2017/09/14 23:58:53:559',48,0.042188,0.00625,0.078125,?,?,?,?,?
2378,'2017/09/14 23:58:53:608',48,0.029687,0.003125,0.05625,?,?,?,?,?
2379,'2017/09/14 23:58:53:609',48,0.029687,0.003125,0.05625,?,?,?,?,?
2380,'2017/09/14 23:58:53:658',48,0.029687,0.003125,0.05625,?,?,?,?,?
2381,'2017/09/14 23:58:53:658',48,0.029687,0.003125,0.05625,?,?,?,?,?
2382,'2017/09/14 23:58:53:659',48,0.046875,0.003125,0.090625,?,?,?,?,?
2383,'2017/09/14 23:58:53:708',48,0.046875,0.003125,0.090625,?,?,?,?,?
2384,'2017/09/14 23:58:53:708',48,0.046875,0.003125,0.090625,?,?,?,?,?
2385,'2017/09/14 23:58:53:709',48,0.046875,0.003125,0.090625,?,?,?,?,?
2386,'2017/09/14 23:58:53:758',48,0.026563,0,0.053125,?,?,?,?,?
2387,'2017/09/14 23:58:53:760',48,0.026563,0,0.053125,?,?,?,?,?
2388,'2017/09/14 23:58:53:773',48,0.026563,0,0.053125,?,?,?,?,?
2389,'2017/09/14 23:58:53:808',48,0.026563,0,0.053125,?,?,?,?,?
2390,'2017/09/14 23:58:53:859',48,0.039063,0,0.078125,?,?,?,?,?
2391,'2017/09/14 23:58:53:859',48,0.039063,0,0.078125,?,?,?,?,?
2392,'2017/09/14 23:58:53:908',48,0.039063,0,0.078125,?,?,?,?,?
2393,'2017/09/14 23:58:53:908',48,0.039063,0,0.078125,?,?,?,?,?
2394,'2017/09/14 23:58:53:924',48,0.03125,0,0.0625,?,?,?,?,?
2395,'2017/09/14 23:58:53:958',48,0.03125,0,0.0625,?,?,?,?,?
2396,'2017/09/14 23:58:53:959',48,0.03125,0,0.0625,?,?,?,?,?
2397,'2017/09/14 23:58:54:008',48,0.03125,0,0.0625,?,?,?,?,?
2398,'2017/09/14 23:58:54:009',48,0.034375,0,0.06875,?,?,?,?,?
2399,'2017/09/14 23:58:54:058',48,0.034375,0,0.06875,?,?,?,?,?
2400,'2017/09/14 23:58:54:058',48,0.034375,0,0.06875,?,?,?,?,?
2401,'2017/09/14 23:58:54:059',48,0.034375,0,0.06875,?,?,?,?,?
2402,'2017/09/14 23:58:54:108',48,0.05,0,0.1,?,?,?,?,?
2403,'2017/09/14 23:58:54:109',48,0.05,0,0.1,?,?,?,?,?
2404,'2017/09/14 23:58:54:109',48,0.05,0,0.1,?,?,?,?,?
2405,'2017/09/14 23:58:54:158',48,0.05,0,0.1,?,?,?,?,?
2406,'2017/09/14 23:58:54:208',48,0.021875,0.003125,0.040625,?,?,?,?,?
2407,'2017/09/14 23:58:54:209',48,0.021875,0.003125,0.040625,?,?,?,?,?
2408,'2017/09/14 23:58:54:209',48,0.021875,0.003125,0.040625,?,?,?,?,?
2409,'2017/09/14 23:58:54:225',48,0.021875,0.003125,0.040625,?,?,?,?,?
2410,'2017/09/14 23:58:59:608',49,0.03125,0.059375,0.003125,?,?,?,?,?
2411,'2017/09/14 23:58:59:608',49,0.03125,0.059375,0.003125,?,?,?,?,?
2412,'2017/09/14 23:58:59:612',49,0.03125,0.059375,0.003125,?,?,?,?,?
2413,'2017/09/14 23:58:59:658',49,0.03125,0.059375,0.003125,?,?,?,?,?
2414,'2017/09/14 23:58:59:661',49,0.004688,0.00625,0.003125,?,?,?,?,?
2415,'2017/09/14 23:58:59:708',49,0.004688,0.00625,0.003125,?,?,?,?,?
2416,'2017/09/14 23:58:59:708',49,0.004688,0.00625,0.003125,?,?,?,?,?
2417,'2017/09/14 23:58:59:711',49,0.004688,0.00625,0.003125,?,?,?,?,?
2418,'2017/09/14 23:58:59:758',49,0.009375,0.015625,0.003125,?,?,?,?,?
2419,'2017/09/14 23:58:59:762',49,0.009375,0.015625,0.003125,?,?,?,?,?
2420,'2017/09/14 23:58:59:808',49,0.009375,0.015625,0.003125,?,?,?,?,?
2421,'2017/09/14 23:58:59:808',49,0.009375,0.015625,0.003125,?,?,?,?,?
